movie_id;title;genres;poster_id
190;Safe (1995);Thriller;190
191;Scarlet Letter, The (1995);Drama|Romance;191
193;Showgirls (1995);Drama;193
194;Smoke (1995);Comedy|Drama;194
195;Something to Talk About (1995);Comedy|Drama|Romance;195
196;Species (1995);Horror|Sci-Fi;196
198;Strange Days (1995);Action|Crime|Drama|Mystery|Sci-Fi|Thriller;198
199;Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964);Drama|Musical|Romance;199
201;Three Wishes (1995);Drama|Fantasy;201
202;Total Eclipse (1995);Drama|Romance;202
203;To Wong Foo, Thanks for Everything! Julie Newmar (1995);Comedy;203
204;Under Siege 2: Dark Territory (1995);Action;204
205;Unstrung Heroes (1995);Comedy|Drama;205
206;Unzipped (1995);Documentary;206
207;Walk in the Clouds, A (1995);Drama|Romance;207
208;Waterworld (1995);Action|Adventure|Sci-Fi;208
209;White Man's Burden (1995);Drama;209
210;Wild Bill (1995);Western;210
211;Browning Version, The (1994);Drama;211
212;Bushwhacked (1995);Adventure|Comedy|Crime|Mystery;212
213;Burnt by the Sun (Utomlyonnye solntsem) (1994);Drama;213
214;Before the Rain (Pred dozhdot) (1994);Drama|War;214
215;Before Sunrise (1995);Drama|Romance;215
216;Billy Madison (1995);Comedy;216
217;Babysitter, The (1995);Drama|Thriller;217
218;Boys on the Side (1995);Comedy|Drama;218
219;Cure, The (1995);Drama;219
220;Castle Freak (1995);Horror;220
222;Circle of Friends (1995);Drama|Romance;222
223;Clerks (1994);Comedy;223
224;Don Juan DeMarco (1995);Comedy|Drama|Romance;224
225;Disclosure (1994);Drama|Thriller;225
227;Drop Zone (1994);Action|Thriller;227
228;Destiny Turns on the Radio (1995);Comedy;228
229;Death and the Maiden (1994);Drama|Thriller;229
230;Dolores Claiborne (1995);Drama|Thriller;230
231;Dumb & Dumber (Dumb and Dumber) (1994);Adventure|Comedy;231
232;Eat Drink Man Woman (Yin shi nan nu) (1994);Comedy|Drama|Romance;232
233;Exotica (1994);Drama;233
234;Exit to Eden (1994);Comedy;234
235;Ed Wood (1994);Comedy|Drama;235
236;French Kiss (1995);Action|Comedy|Romance;236
237;Forget Paris (1995);Comedy|Romance;237
238;Far From Home: The Adventures of Yellow Dog (1995);Adventure|Children;238
239;Goofy Movie, A (1995);Animation|Children|Comedy|Romance;239
240;Hideaway (1995);Thriller;240
241;Fluke (1995);Children|Drama;241
242;Farinelli: il castrato (1994);Drama|Musical;242
243;Gordy (1995);Children|Comedy|Fantasy;243
246;Hoop Dreams (1994);Documentary;246
247;Heavenly Creatures (1994);Crime|Drama;247
248;Houseguest (1994);Comedy;248
249;Immortal Beloved (1994);Drama|Romance;249
250;Heavyweights (Heavy Weights) (1995);Children|Comedy;250
251;Hunted, The (1995);Action;251
252;I.Q. (1994);Comedy|Romance;252
253;Interview with the Vampire: The Vampire Chronicles (1994);Drama|Horror;253
254;Jefferson in Paris (1995);Drama;254
255;Jerky Boys, The (1995);Comedy;255
256;Junior (1994);Comedy|Sci-Fi;256
257;Just Cause (1995);Mystery|Thriller;257
258;Kid in King Arthur's Court, A (1995);Adventure|Children|Comedy|Fantasy|Romance;258
259;Kiss of Death (1995);Crime|Drama|Thriller;259
260;Star Wars: Episode IV - A New Hope (1977);Action|Adventure|Sci-Fi;260
261;Little Women (1994);Drama;261
262;Little Princess, A (1995);Children|Drama;262
263;Ladybird Ladybird (1994);Drama;263
265;Like Water for Chocolate (Como agua para chocolate) (1992);Drama|Fantasy|Romance;265
266;Legends of the Fall (1994);Drama|Romance|War|Western;266
267;Major Payne (1995);Comedy;267
269;My Crazy Life (Mi vida loca) (1993);Drama;269
270;Love Affair (1994);Drama|Romance;270
271;Losing Isaiah (1995);Drama;271
272;Madness of King George, The (1994);Comedy|Drama;272
273;Mary Shelley's Frankenstein (Frankenstein) (1994);Drama|Horror|Sci-Fi;273
274;Man of the House (1995);Comedy;274
275;Mixed Nuts (1994);Comedy;275
276;Milk Money (1994);Comedy|Romance;276
277;Miracle on 34th Street (1994);Drama;277
278;Miami Rhapsody (1995);Comedy;278
279;My Family (1995);Drama;279
280;Murder in the First (1995);Drama|Thriller;280
281;Nobody's Fool (1994);Comedy|Drama|Romance;281
282;Nell (1994);Drama;282
283;New Jersey Drive (1995);Crime|Drama;283
284;New York Cop (Nyû Yôku no koppu) (1993);Action|Crime;284
285;Beyond Bedlam (1993);Drama|Horror;285
287;Nina Takes a Lover (1994);Comedy|Romance;287
288;Natural Born Killers (1994);Action|Crime|Thriller;288
289;Only You (1994);Comedy|Romance;289
290;Once Were Warriors (1994);Crime|Drama;290
291;Poison Ivy II (1996);Drama|Thriller;291
292;Outbreak (1995);Action|Drama|Sci-Fi|Thriller;292
293;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;293
294;Perez Family, The (1995);Comedy|Romance;294
295;Pyromaniac's Love Story, A (1995);Comedy|Romance;295
296;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;296
298;Pushing Hands (Tui shou) (1992);Drama;298
299;Priest (1994);Drama;299
300;Quiz Show (1994);Drama;300
301;Picture Bride (Bijo photo) (1994);Drama|Romance;301
302;Queen Margot (Reine Margot, La) (1994);Drama|Romance;302
303;Quick and the Dead, The (1995);Action|Thriller|Western;303
304;Roommates (1995);Comedy|Drama;304
305;Ready to Wear (Pret-A-Porter) (1994);Comedy;305
306;Three Colors: Red (Trois couleurs: Rouge) (1994);Drama;306
307;Three Colors: Blue (Trois couleurs: Bleu) (1993);Drama;307
308;Three Colors: White (Trzy kolory: Bialy) (1994);Comedy|Drama;308
310;Rent-a-Kid (1995);Comedy;310
311;Relative Fear (1994);Horror|Thriller;311
312;Stuart Saves His Family (1995);Comedy;312
313;Swan Princess, The (1994);Animation|Children;313
314;Secret of Roan Inish, The (1994);Children|Drama|Fantasy|Mystery;314
315;Specialist, The (1994);Action|Drama|Thriller;315
316;Stargate (1994);Action|Adventure|Sci-Fi;316
317;Santa Clause, The (1994);Comedy|Drama|Fantasy;317
318;Shawshank Redemption, The (1994);Crime|Drama;318
319;Shallow Grave (1994);Comedy|Drama|Thriller;319
320;Suture (1993);Film-Noir|Thriller;320
321;Strawberry and Chocolate (Fresa y chocolate) (1993);Drama;321
322;Swimming with Sharks (1995);Comedy|Drama;322
324;Sum of Us, The (1994);Comedy|Drama;324
325;National Lampoon's Senior Trip (1995);Comedy;325
326;To Live (Huozhe) (1994);Drama;326
327;Tank Girl (1995);Action|Comedy|Sci-Fi;327
328;Tales from the Crypt Presents: Demon Knight (1995);Horror|Thriller;328
329;Star Trek: Generations (1994);Adventure|Drama|Sci-Fi;329
330;Tales from the Hood (1995);Action|Crime|Horror;330
331;Tom & Viv (1994);Drama;331
332;Village of the Damned (1995);Horror|Sci-Fi;332
333;Tommy Boy (1995);Comedy;333
334;Vanya on 42nd Street (1994);Drama;334
335;Underneath (1995);Mystery|Thriller;335
336;Walking Dead, The (1995);Drama|War;336
337;What's Eating Gilbert Grape (1993);Drama;337
338;Virtuosity (1995);Action|Sci-Fi|Thriller;338
339;While You Were Sleeping (1995);Comedy|Romance;339
340;War, The (1994);Adventure|Drama|War;340
341;Double Happiness (1994);Drama;341
342;Muriel's Wedding (1994);Comedy;342
343;Baby-Sitters Club, The (1995);Children;343
344;Ace Ventura: Pet Detective (1994);Comedy;344
345;Adventures of Priscilla, Queen of the Desert, The (1994);Comedy|Drama;345
346;Backbeat (1993);Drama|Musical;346
347;Bitter Moon (1992);Drama|Film-Noir|Romance;347
348;Bullets Over Broadway (1994);Comedy;348
349;Clear and Present Danger (1994);Action|Crime|Drama|Thriller;349
350;Client, The (1994);Drama|Mystery|Thriller;350
351;Corrina, Corrina (1994);Comedy|Drama|Romance;351
352;Crooklyn (1994);Comedy|Drama;352
353;Crow, The (1994);Action|Crime|Fantasy|Thriller;353
354;Cobb (1994);Drama;354
355;Flintstones, The (1994);Children|Comedy|Fantasy;355
356;Forrest Gump (1994);Comedy|Drama|Romance|War;356
357;Four Weddings and a Funeral (1994);Comedy|Romance;357
358;Higher Learning (1995);Drama;358
359;I Like It Like That (1994);Comedy|Drama|Romance;359
360;I Love Trouble (1994);Action|Comedy;360
361;It Could Happen to You (1994);Comedy|Drama|Romance;361
362;Jungle Book, The (1994);Adventure|Children|Romance;362
363;Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993);Documentary;363
364;Lion King, The (1994);Adventure|Animation|Children|Drama|Musical|IMAX;364
365;Little Buddha (1993);Drama;365
366;Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994);Drama|Horror|Mystery|Thriller;366
367;Mask, The (1994);Action|Comedy|Crime|Fantasy;367
368;Maverick (1994);Adventure|Comedy|Western;368
369;Mrs. Parker and the Vicious Circle (1994);Drama;369
370;Naked Gun 33 1/3: The Final Insult (1994);Action|Comedy;370
371;Paper, The (1994);Comedy|Drama;371
372;Reality Bites (1994);Comedy|Drama|Romance;372
373;Red Rock West (1992);Thriller;373
374;Richie Rich (1994);Children|Comedy;374
376;River Wild, The (1994);Action|Thriller;376
377;Speed (1994);Action|Romance|Thriller;377
378;Speechless (1994);Comedy|Romance;378
379;Timecop (1994);Action|Sci-Fi|Thriller;379
380;True Lies (1994);Action|Adventure|Comedy|Romance|Thriller;380
381;When a Man Loves a Woman (1994);Drama|Romance;381
382;Wolf (1994);Drama|Horror|Romance|Thriller;382
383;Wyatt Earp (1994);Western;383
384;Bad Company (1995);Action|Crime|Drama;384
385;Man of No Importance, A (1994);Drama;385
386;S.F.W. (1994);Drama;386
387;Low Down Dirty Shame, A (1994);Action|Comedy;387
388;Boys Life (1995);Drama;388
389;Colonel Chabert, Le (1994);Drama|Romance|War;389
390;Faster Pussycat! Kill! Kill! (1965);Action|Crime|Drama;390
391;Jason's Lyric (1994);Crime|Drama;391
393;Street Fighter (1994);Action|Adventure|Fantasy;393
405;Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994);Action|Fantasy;405
406;Federal Hill (1994);Drama;406
407;In the Mouth of Madness (1995);Horror|Thriller;407
408;8 Seconds (1994);Drama;408
409;Above the Rim (1994);Crime|Drama;409
410;Addams Family Values (1993);Children|Comedy|Fantasy;410
412;Age of Innocence, The (1993);Drama;412
413;Airheads (1994);Comedy;413
414;Air Up There, The (1994);Comedy;414
415;Another Stakeout (1993);Comedy|Thriller;415
416;Bad Girls (1994);Western;416
417;Barcelona (1994);Comedy|Romance;417
418;Being Human (1993);Drama;418
419;Beverly Hillbillies, The (1993);Comedy;419
420;Beverly Hills Cop III (1994);Action|Comedy|Crime|Thriller;420
421;Black Beauty (1994);Adventure|Children|Drama;421
422;Blink (1994);Thriller;422
423;Blown Away (1994);Action|Thriller;423
424;Blue Chips (1994);Drama;424
425;Blue Sky (1994);Drama|Romance;425
426;Body Snatchers (1993);Horror|Sci-Fi|Thriller;426
427;Boxing Helena (1993);Drama|Mystery|Romance|Thriller;427
428;Bronx Tale, A (1993);Drama;428
429;Cabin Boy (1994);Comedy;429
430;Calendar Girl (1993);Comedy|Drama;430
431;Carlito's Way (1993);Crime|Drama;431
432;City Slickers II: The Legend of Curly's Gold (1994);Adventure|Comedy|Western;432
433;Clean Slate (1994);Comedy;433
434;Cliffhanger (1993);Action|Adventure|Thriller;434
435;Coneheads (1993);Comedy|Sci-Fi;435
436;Color of Night (1994);Drama|Thriller;436
437;Cops and Robbersons (1994);Comedy;437
438;Cowboy Way, The (1994);Action|Comedy|Drama;438
440;Dave (1993);Comedy|Romance;440
441;Dazed and Confused (1993);Comedy;441
442;Demolition Man (1993);Action|Adventure|Sci-Fi;442
444;Even Cowgirls Get the Blues (1993);Comedy|Romance;444
445;Fatal Instinct (1993);Comedy;445
446;Farewell My Concubine (Ba wang bie ji) (1993);Drama|Romance;446
448;Fearless (1993);Drama;448
449;Fear of a Black Hat (1994);Comedy;449
450;With Honors (1994);Comedy|Drama;450
451;Flesh and Bone (1993);Drama|Mystery|Romance;451
452;Widows' Peak (1994);Drama;452
453;For Love or Money (1993);Comedy|Romance;453
454;Firm, The (1993);Drama|Thriller;454
455;Free Willy (1993);Adventure|Children|Drama;455
456;Fresh (1994);Crime|Drama|Thriller;456
457;Fugitive, The (1993);Thriller;457
458;Geronimo: An American Legend (1993);Drama|Western;458
459;Getaway, The (1994);Action|Adventure|Crime|Drama|Romance|Thriller;459
460;Getting Even with Dad (1994);Comedy;460
461;Go Fish (1994);Drama|Romance;461
464;Hard Target (1993);Action|Adventure|Crime|Thriller;464
466;Hot Shots! Part Deux (1993);Action|Comedy|War;466
467;Live Nude Girls (1995);Comedy;467
468;Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);Comedy|Romance;468
469;House of the Spirits, The (1993);Drama|Romance;469
470;House Party 3 (1994);Comedy;470
471;Hudsucker Proxy, The (1994);Comedy;471
472;I'll Do Anything (1994);Comedy|Drama;472
473;In the Army Now (1994);Comedy|War;473
474;In the Line of Fire (1993);Action|Thriller;474
475;In the Name of the Father (1993);Drama;475
476;Inkwell, The (1994);Comedy|Drama;476
477;What's Love Got to Do with It? (1993);Drama|Musical;477
478;Jimmy Hollywood (1994);Comedy|Crime|Drama;478
479;Judgment Night (1993);Action|Crime|Thriller;479
480;Jurassic Park (1993);Action|Adventure|Sci-Fi|Thriller;480
481;Kalifornia (1993);Drama|Thriller;481
482;Killing Zoe (1994);Crime|Drama|Thriller;482
484;Lassie (1994);Adventure|Children;484
485;Last Action Hero (1993);Action|Adventure|Comedy|Fantasy;485
486;Life with Mikey (1993);Comedy;486
487;Lightning Jack (1994);Comedy|Western;487
488;M. Butterfly (1993);Drama|Romance;488
489;Made in America (1993);Comedy;489
490;Malice (1993);Thriller;490
491;Man Without a Face, The (1993);Drama;491
492;Manhattan Murder Mystery (1993);Comedy|Mystery;492
493;Menace II Society (1993);Action|Crime|Drama;493
494;Executive Decision (1996);Action|Adventure|Thriller;494
495;In the Realm of the Senses (Ai no corrida) (1976);Drama;495
496;What Happened Was... (1994);Comedy|Drama|Romance|Thriller;496
497;Much Ado About Nothing (1993);Comedy|Romance;497
499;Mr. Wonderful (1993);Comedy|Romance;499
500;Mrs. Doubtfire (1993);Comedy|Drama;500
501;Naked (1993);Drama;501
502;Next Karate Kid, The (1994);Action|Children|Romance;502
504;No Escape (1994);Action|Drama|Sci-Fi;504
505;North (1994);Comedy;505
506;Orlando (1992);Drama|Fantasy|Romance;506
507;Perfect World, A (1993);Crime|Drama|Thriller;507
508;Philadelphia (1993);Drama;508
509;Piano, The (1993);Drama|Romance;509
510;Poetic Justice (1993);Drama;510
511;Program, The (1993);Action|Drama;511
512;Puppet Masters, The (1994);Horror|Sci-Fi;512
513;Radioland Murders (1994);Comedy|Mystery|Romance;513
514;Ref, The (1994);Comedy;514
515;Remains of the Day, The (1993);Drama|Romance;515
516;Renaissance Man (1994);Comedy|Drama;516
517;Rising Sun (1993);Action|Drama|Mystery;517
518;Road to Wellville, The (1994);Comedy;518
519;RoboCop 3 (1993);Action|Crime|Drama|Sci-Fi|Thriller;519
520;Robin Hood: Men in Tights (1993);Comedy;520
521;Romeo Is Bleeding (1993);Crime|Thriller;521
522;Romper Stomper (1992);Action|Drama;522
523;Ruby in Paradise (1993);Drama;523
524;Rudy (1993);Drama;524
526;Savage Nights (Nuits fauves, Les) (1992);Drama;526
527;Schindler's List (1993);Drama|War;527
528;Scout, The (1994);Comedy|Drama;528
529;Searching for Bobby Fischer (1993);Drama;529
531;Secret Garden, The (1993);Children|Drama;531
532;Serial Mom (1994);Comedy|Crime|Horror;532
533;Shadow, The (1994);Action|Adventure|Fantasy|Mystery;533
534;Shadowlands (1993);Drama|Romance;534
535;Short Cuts (1993);Drama;535
536;Simple Twist of Fate, A (1994);Drama;536
537;Sirens (1994);Drama;537
538;Six Degrees of Separation (1993);Drama;538
539;Sleepless in Seattle (1993);Comedy|Drama|Romance;539
540;Sliver (1993);Thriller;540
541;Blade Runner (1982);Action|Sci-Fi|Thriller;541
542;Son in Law (1993);Comedy|Drama|Romance;542
543;So I Married an Axe Murderer (1993);Comedy|Romance|Thriller;543
544;Striking Distance (1993);Action|Crime;544
546;Super Mario Bros. (1993);Action|Adventure|Children|Comedy|Fantasy|Sci-Fi;546
547;Surviving the Game (1994);Action|Adventure|Thriller;547
548;Terminal Velocity (1994);Action|Mystery|Thriller;548
549;Thirty-Two Short Films About Glenn Gould (1993);Drama|Musical;549
550;Threesome (1994);Comedy|Romance;550
551;Nightmare Before Christmas, The (1993);Animation|Children|Fantasy|Musical;551
552;Three Musketeers, The (1993);Action|Adventure|Comedy|Romance;552
553;Tombstone (1993);Action|Drama|Western;553
555;True Romance (1993);Crime|Thriller;555
556;War Room, The (1993);Documentary;556
558;Pagemaster, The (1994);Action|Adventure|Animation|Children|Fantasy;558
562;Welcome to the Dollhouse (1995);Comedy|Drama;562
563;Germinal (1993);Drama|Romance;563
564;Chasers (1994);Comedy;564
567;Kika (1993);Comedy|Drama;567
568;Bhaji on the Beach (1993);Comedy|Drama;568
569;Little Big League (1994);Comedy|Drama;569
573;Ciao, Professore! (Io speriamo che me la cavo) (1992);Drama;573
574;Spanking the Monkey (1994);Comedy|Drama;574
575;Little Rascals, The (1994);Children|Comedy;575
577;Andre (1994);Adventure|Children|Drama;577
579;Escort, The (Scorta, La) (1993);Crime|Thriller;579
580;Princess Caraboo (1994);Drama;580
581;Celluloid Closet, The (1995);Documentary;581
583;Dear Diary (Caro Diario) (1994);Comedy|Drama;583
585;Brady Bunch Movie, The (1995);Comedy;585
586;Home Alone (1990);Children|Comedy;586
587;Ghost (1990);Comedy|Drama|Fantasy|Romance|Thriller;587
588;Aladdin (1992);Adventure|Animation|Children|Comedy|Musical;588
589;Terminator 2: Judgment Day (1991);Action|Sci-Fi;589
590;Dances with Wolves (1990);Adventure|Drama|Western;590
592;Batman (1989);Action|Crime|Thriller;592
593;Silence of the Lambs, The (1991);Crime|Horror|Thriller;593
594;Snow White and the Seven Dwarfs (1937);Animation|Children|Drama|Fantasy|Musical;594
595;Beauty and the Beast (1991);Animation|Children|Fantasy|Musical|Romance|IMAX;595
596;Pinocchio (1940);Animation|Children|Fantasy|Musical;596
597;Pretty Woman (1990);Comedy|Romance;597
599;Wild Bunch, The (1969);Adventure|Western;599
600;Love and a .45 (1994);Action|Comedy|Crime;600
602;Great Day in Harlem, A (1994);Documentary;602
605;One Fine Day (1996);Drama|Romance;605
606;Candyman: Farewell to the Flesh (1995);Fantasy|Horror;606
608;Fargo (1996);Comedy|Crime|Drama|Thriller;608
609;Homeward Bound II: Lost in San Francisco (1996);Adventure|Children;609
610;Heavy Metal (1981);Action|Adventure|Animation|Horror|Sci-Fi;610
611;Hellraiser: Bloodline (1996);Action|Horror|Sci-Fi;611
612;Pallbearer, The (1996);Comedy;612
613;Jane Eyre (1996);Drama|Romance;613
615;Bread and Chocolate (Pane e cioccolata) (1973);Comedy|Drama;615
616;Aristocats, The (1970);Animation|Children;616
617;Flower of My Secret, The (La flor de mi secreto) (1995);Comedy|Drama;617
618;Two Much (1995);Comedy|Romance;618
619;Ed (1996);Comedy;619
626;Thin Line Between Love and Hate, A (1996);Comedy;626
627;Last Supper, The (1995);Drama|Thriller;627
628;Primal Fear (1996);Crime|Drama|Mystery|Thriller;628
